row_number,customer_id,surname,credit_score,geography,gender,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited
1490,15617705,Ozioma,609,France,Female,39,8.0,141675,1,0,1,175664,0
1491,15761976,Su,797,Spain,Female,31,8.0,0,2,1,0,117916,0
1492,15634891,Jamison,504,Germany,Female,43,7.0,102365,1,1,0,194690,1
1493,15744517,Esposito,735,Spain,Male,50,9.0,0,1,0,0,166677,1
1494,15686963,Hardiman,680,Spain,Female,30,3.0,0,1,1,0,160131,0
1495,15808189,Woodard,449,France,Male,52,1.0,0,2,0,1,123622,0
1496,15580845,Chienezie,685,Germany,Male,57,7.0,101868,1,0,1,113483,0
1497,15799156,Okwuadigbo,569,Spain,Male,38,8.0,0,2,0,0,79618,0
1498,15694296,Chineze,631,France,Male,35,9.0,112392,2,1,0,24472,0
1499,15677049,O'Brien,595,Germany,Female,25,7.0,106570,2,0,1,177025,0
1500,15583595,Tao,461,France,Female,28,1.0,0,1,1,1,103349,0
1501,15590146,Mao,630,France,Male,50,1.0,81947,1,0,1,63606,1
1502,15801548,Buckland,661,France,Female,31,7.0,144162,2,1,1,14490,0
1503,15660833,Flannery,796,Germany,Male,39,5.0,86350,2,0,0,105080,0
1504,15762277,Jamieson,710,France,Male,47,5.0,158623,1,0,0,83499,1
1505,15791302,Swift,741,France,Male,32,8.0,0,2,1,0,143598,0
1506,15798975,Doherty,606,Germany,Male,48,4.0,132403,1,0,0,36091,1
1507,15599956,Payne,747,France,Male,27,10.0,0,2,0,0,13007,0
1508,15577274,Genovese,549,Germany,Female,43,3.0,134985,1,1,0,6101,0
1509,15701200,Lucciano,576,France,Male,36,6.0,0,2,1,1,48314,0
1510,15638149,Rowley,528,France,Male,37,6.0,103772,1,1,0,197111,0
1511,15786199,Hsing,535,France,Male,33,2.0,133040,1,1,1,110299,0
1512,15701765,Vincent,575,Spain,Female,37,0.0,0,2,0,0,30114,0
1513,15586974,Pearce,656,France,Male,39,10.0,0,2,1,1,98894,0
1514,15729040,Lamb,440,France,Male,42,2.0,0,2,1,0,49826,0
1515,15788676,Riley,539,Spain,Male,38,8.0,71460,2,1,1,10074,0
1516,15602497,Honore,850,Spain,Male,39,6.0,133214,1,0,1,20769,0
1517,15701333,Blackburn,646,France,Female,37,1.0,96558,1,0,0,163427,0
1518,15812071,Endrizzi,744,France,Male,54,6.0,93806,2,0,1,140068,0
1519,15634375,Duncan,710,Spain,Female,36,8.0,0,2,0,0,83206,0
1520,15738267,Macarthur,544,France,Female,64,3.0,124043,1,1,1,111402,1
1521,15786800,Gould,723,Germany,Male,52,5.0,131694,1,0,1,92873,1
1522,15591130,Medvedev,507,Spain,Female,29,6.0,0,2,0,1,94780,0
1523,15720662,Sholes,787,France,Female,35,1.0,106266,1,1,1,16607,0
1524,15751531,Shaw,598,Spain,Male,41,8.0,0,2,1,1,161954,0
1525,15653595,Ts'ai,796,France,Male,51,6.0,0,2,0,1,194733,0
1526,15568360,Rolon,569,Spain,Female,41,4.0,139840,1,1,1,163524,0
1527,15781210,Reid,711,France,Male,34,8.0,0,2,0,0,48260,0
1528,15668058,Chinwendu,661,Germany,Male,35,8.0,124098,1,1,0,86678,0
1529,15597131,Fu,415,France,Male,32,5.0,145807,1,1,1,3064,0
1530,15697283,Mackenzie,578,Spain,Male,23,8.0,0,2,1,0,112124,0
1531,15640953,Bligh,611,France,Female,26,2.0,107508,2,1,1,120801,0
1532,15715031,Davidson,600,France,Female,28,6.0,0,2,0,1,52193,0
1533,15589660,Lamble,661,Germany,Female,32,1.0,145980,1,0,1,56636,0
1534,15769818,Moore,850,France,Female,37,3.0,212778,1,0,1,69372,0
1535,15782736,Jose,573,Germany,Female,47,4.0,152522,1,0,1,164038,1
1536,15614818,Trevisani,764,Spain,Female,33,9.0,168964,1,0,1,118982,0
1537,15794014,Schofield,838,France,Female,34,8.0,0,2,1,0,27472,0
1538,15732448,Stewart,821,France,Female,28,8.0,0,1,1,1,36754,0
1539,15723411,Jamieson,607,Spain,Female,36,4.0,98266,1,1,1,46416,0
1540,15797686,Howard,558,France,Male,38,1.0,113000,1,1,1,152872,0
1541,15605950,Onwuamaeze,530,Germany,Male,23,1.0,137060,2,1,1,165227,0
1542,15812497,D'Albertis,654,Germany,Male,37,5.0,112146,1,1,0,75927,0
1543,15690678,Brooks,530,France,Female,33,4.0,129307,1,1,1,172930,0
1544,15747677,Gordon,656,Spain,Male,69,6.0,163975,1,1,1,36108,0
1545,15618926,Nwachukwu,520,Spain,Male,43,7.0,0,2,1,1,36202,0
1546,15673908,Chinweike,602,Germany,Female,42,6.0,158414,1,1,1,131886,0
1547,15727944,Simpkinson,701,Germany,Female,48,1.0,92072,1,1,1,133992,0
1548,15807294,Walker,653,Spain,Female,30,2.0,88243,2,1,1,96658,0
1549,15618581,Diribe,668,Spain,Male,25,8.0,0,2,1,1,135112,0
1550,15584364,Trentini,652,France,Male,48,4.0,59486,1,1,0,163944,1
1551,15599552,Conway,639,Spain,Female,54,2.0,0,2,1,1,53843,0
1552,15749177,Maslow,730,Spain,Female,52,7.0,0,2,0,1,122398,0
1553,15718779,Clark,780,France,Male,34,1.0,0,1,1,1,64804,0
1554,15568106,L?,592,France,Female,38,8.0,119278,2,0,1,19370,0
1555,15779481,Swadling,628,France,Male,34,4.0,158741,2,1,1,126192,0
1556,15709994,Gallo,658,France,Female,40,7.0,140596,1,0,1,135459,1
1557,15772777,Onyemachukwu,850,Spain,Female,29,10.0,0,2,1,1,94815,0
1558,15706815,Samoylova,515,Germany,Male,37,2.0,90432,1,1,1,188366,1
1559,15618018,Dickson,571,France,Female,35,1.0,104783,2,0,1,178512,0
1560,15671032,He,760,Germany,Male,42,0.0,77992,2,1,1,97906,0
1561,15634281,P'an,720,Germany,Female,43,10.0,110822,1,0,0,72861,0
1562,15766374,Leak,632,Germany,Male,42,4.0,119624,2,1,1,195978,0
1563,15600991,Artemieva,694,Germany,Male,31,6.0,109052,2,1,1,19448,1
1564,15777576,Frost,559,Spain,Female,40,5.0,139129,1,0,1,32635,0
1565,15742613,Warner,773,Germany,Female,42,8.0,152324,2,1,0,171733,0
1566,15649523,Kennedy,581,France,Male,38,1.0,0,2,1,0,46176,0
1567,15651063,Ifeatu,524,Germany,Female,37,9.0,127480,2,1,0,179634,0
1568,15683124,Evans,713,France,Male,53,6.0,115029,1,0,0,191521,1
1569,15618314,Chu,676,France,Male,40,8.0,114005,1,1,1,67998,0
1570,15670823,Hsueh,651,Germany,Female,42,1.0,116646,1,1,0,44731,1
1571,15607133,Shih,717,Spain,Female,49,1.0,110864,2,1,1,124532,1
1572,15615012,Fan,594,France,Male,23,5.0,156267,1,1,0,160968,0
1573,15725141,Whiddon,716,France,Female,44,3.0,109528,1,1,0,27341,1
1574,15623560,Onyekachukwu,668,France,Female,35,6.0,102482,1,1,1,53994,0
1575,15693018,Ermakova,678,Germany,Male,23,10.0,115563,1,1,1,91633,0
1576,15636756,Marino,545,France,Male,23,2.0,0,2,1,0,189613,0
1577,15647474,Niu,613,France,Female,40,9.0,95624,2,1,1,60706,0
1578,15576714,Manna,687,Spain,Female,21,8.0,0,2,1,1,154767,0
1579,15585047,Onyemere,715,France,Male,28,7.0,160376,1,0,0,196853,0
1580,15743976,Archer,618,Germany,Male,41,8.0,37702,1,1,1,195775,0
1581,15793881,Mitchell,721,France,Female,35,6.0,118273,1,0,1,3086,0
1582,15576517,Everingham,445,Germany,Female,34,7.0,131082,2,1,1,70618,0
1583,15631072,Huie,690,France,Male,38,1.0,94456,2,0,1,55034,0
1584,15730394,Crowther,709,France,Female,43,8.0,0,2,0,0,168035,1
1585,15631460,Swift,671,Spain,Female,42,3.0,0,2,1,1,128449,0
1586,15692002,Skelton,538,France,Male,33,6.0,93791,1,1,1,199249,0
1587,15595282,White,735,France,Female,33,4.0,0,2,1,0,149474,0
1588,15789548,Giordano,592,France,Female,37,7.0,0,2,1,1,126726,0
1589,15758035,Bateson,747,France,Male,61,7.0,155973,1,0,1,147554,0
1590,15617518,Hu,675,Germany,Male,36,7.0,89409,1,1,1,149399,0
1591,15651802,Day,632,Spain,Female,39,5.0,97854,2,1,0,93536,0
1592,15631813,Beneventi,621,France,Male,39,6.0,0,2,1,1,58883,0
1593,15729668,Elizabeth,521,Spain,Male,29,3.0,60280,1,1,0,154271,0
1594,15741728,Atkins,591,Spain,Male,36,7.0,135216,1,1,1,122022,0
1595,15576676,Serrano,706,Germany,Female,28,6.0,124923,2,1,1,50299,0
1596,15711378,Willis,677,France,Male,38,4.0,0,2,1,0,187800,0
1597,15765520,Stevenson,769,Germany,Male,27,7.0,188614,1,1,0,171344,0
1598,15656726,Ch'ien,771,France,Male,32,5.0,62321,1,1,1,40920,0
1599,15647842,Cunningham,601,Germany,Female,48,8.0,120782,1,1,0,63940,1
1600,15719309,Stephens,670,France,Female,42,1.0,115961,2,0,1,29483,0
1601,15748718,Gordon,517,France,Male,28,2.0,115062,1,1,0,179056,0
1602,15594404,Bevan,834,France,Female,49,8.0,160602,2,1,0,129273,0
1603,15751158,Mashman,571,France,Female,42,4.0,108825,3,1,0,55558,1
1604,15593470,Tu,576,Germany,Female,36,8.0,166287,1,1,1,23305,0
1605,15695129,Milanesi,718,France,Female,31,1.0,152663,1,0,1,17128,0
1606,15640865,Romano,636,Germany,Female,31,9.0,80844,2,1,1,74641,0
1607,15714080,Goliwe,566,Germany,Female,40,2.0,97001,2,1,0,154486,0
1608,15648721,Hsueh,711,France,Male,64,4.0,0,2,1,1,3185,0
1609,15801466,Gray,574,France,Female,39,1.0,122524,2,1,0,88463,0
1610,15750248,Wright,619,France,Female,35,8.0,132292,1,1,0,65682,0
1611,15758726,Chiemeka,588,France,Female,24,0.0,0,2,1,1,140586,0
1612,15781553,Chung,760,Germany,Female,49,9.0,91502,1,1,0,117232,1
1613,15649121,Pinto,665,France,Male,52,3.0,0,1,1,0,116137,1
1614,15674811,Kellway,739,Germany,Male,29,3.0,59385,2,1,1,105533,0
1615,15646037,Sopuluchi,641,France,Male,77,9.0,0,3,1,1,81514,0
1616,15722578,Spitzer,685,Germany,Female,21,6.0,97956,1,1,1,164966,0
1617,15665695,Potter,594,France,Female,49,4.0,0,2,1,1,23631,0
1618,15801062,Matthews,557,Spain,Female,40,4.0,0,2,0,1,105433,0
1619,15662955,Nicholls,697,France,Male,27,8.0,141223,2,1,0,90591,0
1620,15770309,McDonald,656,France,Male,18,10.0,151762,1,0,1,127014,0
1621,15657386,Fiorentini,712,Germany,Male,43,1.0,141749,2,0,1,90905,0
1622,15777797,Kovalyova,689,Spain,Male,38,5.0,75075,1,1,1,8651,1
1623,15783955,Miah,697,France,Female,25,4.0,165686,2,1,0,15467,0
1624,15804516,Builder,589,France,Male,38,2.0,0,1,1,0,79915,0
1625,15681758,Baddeley,525,Spain,Female,25,10.0,0,2,1,0,69361,0
1626,15630321,Hu,680,France,Male,44,3.0,0,2,1,0,86935,0
1627,15588248,Hs?,617,France,Female,28,0.0,0,2,1,1,7597,1
1628,15591932,Ford,680,France,Male,32,5.0,92961,1,1,0,116957,0
1629,15810347,Todd,662,Spain,Female,30,1.0,0,2,0,1,157884,0
1630,15595303,Johnston,736,Germany,Male,46,5.0,130812,1,1,1,77981,1
1631,15634950,Obiajulu,657,Germany,Male,57,8.0,107174,1,1,1,126369,1
1632,15685372,Azubuike,350,Spain,Male,54,1.0,152677,1,1,1,191973,1
1633,15745827,Padovesi,617,France,Male,30,3.0,132005,1,1,0,142940,0
1634,15755868,Farmer,562,France,Male,35,7.0,0,1,0,0,48869,0
1635,15735222,Ignatieff,705,Spain,Female,23,5.0,0,2,1,1,73131,0
1636,15604804,Lu,516,France,Female,33,7.0,127305,1,1,1,120037,0
1637,15718944,Artemiev,573,France,Female,37,6.0,0,2,1,0,193995,0
1638,15678626,Okonkwo,538,Spain,Female,31,0.0,0,2,0,0,179453,0
1639,15571550,Dore,699,France,Male,39,9.0,0,1,1,0,80963,0
1640,15723053,T'ang,504,Germany,Male,32,8.0,170291,2,0,1,15658,0
1641,15661528,Ashbolt,583,Spain,Male,47,5.0,102562,1,1,0,92708,0
1642,15754177,Bazarova,712,Spain,Male,53,2.0,111061,2,0,0,26542,0
1643,15683544,Buccho,626,Spain,Male,62,3.0,0,1,1,1,65010,0
1644,15708048,Burn,631,France,Female,34,4.0,124379,1,1,0,106892,0
1645,15701109,Andreyev,663,France,Female,37,7.0,0,1,1,1,185210,0
1646,15600110,Endrizzi,506,Germany,Female,41,3.0,57745,1,1,0,4035,0
1647,15651533,Brown,570,Germany,Female,50,5.0,129293,1,1,0,177805,1
1648,15777904,Nock,703,France,Female,45,7.0,0,2,1,1,68831,0
1649,15655574,Okeke,698,Germany,Female,40,8.0,150777,1,1,0,114732,0
1650,15569423,Cunningham,731,Spain,Male,41,4.0,0,2,1,0,22299,0
1651,15718106,Kelley,625,France,Male,34,6.0,0,2,0,0,197283,0
1652,15585067,Wilson,634,Spain,Male,31,9.0,108632,1,1,1,179485,1
1653,15675501,Woods,616,France,Male,59,1.0,153861,1,1,1,17699,0
1654,15633233,McFarland,500,France,Male,56,1.0,100374,1,1,0,118490,1
1655,15667134,Cisneros,446,France,Male,32,8.0,0,2,0,0,133292,0
1656,15659105,Borchgrevink,669,France,Female,47,9.0,61196,1,1,0,58170,0
1657,15575409,Rozhkova,581,Germany,Male,31,6.0,116891,1,1,0,107137,0
1658,15752342,Bradley,704,Germany,Female,54,6.0,133656,3,1,0,145071,1
1659,15654851,Obialo,748,France,Male,44,2.0,92911,1,0,1,85495,0
1660,15741429,Hudson,680,Spain,Female,31,9.0,119825,2,1,1,101139,0
1661,15682356,Veltri,655,France,Female,37,7.0,111852,2,1,0,10511,0
1662,15806447,Mazzanti,690,Germany,Male,32,0.0,106683,2,1,1,137916,0
1663,15800229,Thorpe,695,Germany,Male,40,7.0,139022,1,0,1,193383,0
1664,15663441,Golibe,700,Germany,Female,40,4.0,148571,1,1,0,189826,1
1665,15791991,Udinesi,773,France,Male,52,4.0,0,1,0,1,144113,0
1666,15775082,Stewart,749,France,Male,42,1.0,129776,2,0,1,143538,0
1667,15579706,Curtis,611,France,Female,46,5.0,0,1,1,0,77677,1
1668,15718247,Hayden,606,Spain,Female,46,1.0,0,2,1,1,183717,0
1669,15755722,H?,554,France,Male,24,10.0,0,1,0,0,92180,0
1670,15582259,Campbell,567,France,Female,37,7.0,0,2,1,1,28690,0
1671,15716994,Green,559,Spain,Male,24,3.0,114739,1,1,0,85891,1
1672,15586880,P'eng,594,Germany,Male,41,1.0,122545,2,1,1,42050,0
1673,15713854,Cremonesi,513,France,Female,37,1.0,0,2,1,0,110142,0
1674,15780835,Liang,652,Germany,Female,26,1.0,131908,1,1,1,179269,0
1675,15675896,Gough,680,Germany,Female,42,7.0,105722,1,1,1,90558,1
1676,15658459,Bates,784,Spain,Male,33,10.0,0,2,1,0,162022,0
1677,15658057,Padovesi,812,Spain,Female,44,8.0,0,3,1,0,66926,1
1678,15801767,Yin,784,Spain,Female,40,8.0,0,2,1,0,108891,0
1679,15569178,Kharlamov,570,France,Female,18,1.0,82767,1,1,0,71811,0
1680,15731478,Nicholls,712,France,Female,42,1.0,87842,1,0,0,92223,0
1681,15811236,Burns,705,Spain,Male,39,6.0,133261,1,1,1,78065,0
1682,15746749,Fleming,681,Spain,Female,32,3.0,0,2,1,1,59679,0
1683,15662758,Watson,620,France,Male,41,1.0,97925,1,1,0,85000,0
1684,15709387,Obiajulu,711,France,Male,52,5.0,0,1,1,1,159808,0
1685,15572093,Han,613,France,Female,24,7.0,140453,1,1,0,129001,0
1686,15713826,Ferguson,613,Germany,Female,20,0.0,117356,1,0,0,113557,1
1687,15570205,Tao,682,Spain,Male,36,5.0,0,2,1,1,147758,0
1688,15589348,Le Grand,850,Spain,Male,37,4.0,137204,1,1,1,28865,0
1689,15804610,Valdez,601,France,Female,41,1.0,0,2,0,1,160607,0
1690,15700854,Cunningham,595,Spain,Male,35,8.0,0,1,1,0,100015,1
1691,15758836,Godfrey,675,Spain,Male,36,3.0,54098,2,0,1,54478,0
1692,15772933,Mai,591,Spain,Male,31,8.0,0,1,1,1,141677,0
1693,15809006,Walker,602,France,Male,23,7.0,113758,2,0,0,84077,0
1694,15689612,Pirozzi,554,Spain,Female,34,8.0,0,1,0,1,106981,0
1695,15744614,Feng,541,France,Male,37,9.0,118636,1,1,1,73551,0
1696,15704250,Akabueze,506,France,Male,34,7.0,0,2,0,0,115842,0
1697,15700255,Robson,814,Germany,Male,44,8.0,95488,2,0,0,107013,0
1698,15669410,Yevdokimova,683,France,Male,30,8.0,110829,2,0,0,24938,0
1699,15807595,Ijendu,485,Germany,Male,51,7.0,144244,2,1,0,51113,0
1700,15664523,Colombo,696,Germany,Female,31,8.0,122021,2,1,0,33828,0
1701,15642833,Akubundu,608,France,Female,30,8.0,0,2,1,0,128875,0
1702,15605279,Francis,792,France,Male,50,9.0,0,4,1,1,194700,1
1703,15713644,Marshall,686,Spain,Male,22,5.0,0,2,1,0,158974,0
1704,15750466,Rhodes,790,Germany,Male,42,1.0,85839,1,1,0,198182,0
1705,15739054,Y?,654,France,Female,29,4.0,96974,1,0,1,141404,0
1706,15612771,Bell,452,France,Male,35,4.0,148172,1,1,1,4175,0
1707,15788483,Kerr,719,Spain,Male,38,0.0,0,1,1,0,126876,0
1708,15732832,Jideofor,707,France,Female,40,5.0,0,2,1,0,41052,0
1709,15772892,Robertson,699,France,Female,49,2.0,0,1,0,0,105760,0
1710,15713843,Kao,850,Spain,Male,30,2.0,0,2,0,1,27937,0
1711,15567993,Palmer,828,Spain,Male,28,8.0,134766,1,1,0,79355,0
1712,15617603,Mackay,850,Germany,Male,30,5.0,123210,2,1,1,102180,0
1713,15744983,Burgmann,712,Spain,Male,47,1.0,139887,1,1,1,95719,0
1714,15630419,Davis,634,France,Male,44,9.0,149961,1,1,0,57121,0
1715,15738828,Milano,730,Germany,Male,45,6.0,152880,1,0,0,162478,0
1716,15778025,Dellucci,685,Germany,Male,43,9.0,108589,2,0,1,194808,0
1717,15799479,Coles,809,Spain,Male,33,9.0,0,1,1,1,124045,0
1718,15684269,Gray,707,Spain,Female,35,3.0,56674,1,1,0,17987,1
1719,15762745,Macvitie,648,Spain,Male,32,8.0,0,1,1,0,133653,0
1720,15746970,Townsend,760,Spain,Female,57,1.0,0,2,1,1,25101,0
1721,15725024,Pope,805,Germany,Female,33,3.0,105663,2,0,1,33330,0
1722,15592116,Jensen,585,France,Female,39,7.0,0,2,1,0,2401,0
1723,15624391,Thomson,595,Spain,Female,30,5.0,100683,1,1,1,178361,0
1724,15567422,Chiazagomekpele,630,France,Male,42,6.0,0,2,1,0,162697,0
1725,15612627,Ozuluonye,627,Germany,Male,29,5.0,139541,2,1,0,80607,0
1726,15574879,Wright,631,Germany,Female,37,2.0,121801,2,0,1,23146,0
1727,15745107,Lung,776,Germany,Male,38,5.0,112281,1,0,1,89893,0
1728,15734491,Lombardo,676,Spain,Female,36,4.0,0,2,1,1,3173,0
1729,15675320,Leonard,758,Spain,Female,40,5.0,93499,2,0,0,123218,0
1730,15643824,Johnston,637,France,Male,33,0.0,132255,2,0,1,74588,0
1731,15643438,P'eng,850,France,Male,20,7.0,0,2,1,0,31288,0
1732,15721730,Amechi,601,Spain,Female,44,4.0,0,2,1,0,58561,0
1733,15680727,Fang,735,France,Male,49,5.0,121973,1,1,0,148804,0
1734,15752508,Docherty,614,Germany,Male,32,7.0,99462,2,1,1,51117,0
1735,15808846,Horton,672,Germany,Female,21,3.0,165878,2,1,1,164537,0
1736,15727251,Vincent,642,France,Male,30,1.0,117494,1,0,0,61977,0
1737,15663489,Onio,633,Germany,Female,29,0.0,138577,1,1,0,193362,0
1738,15683677,Schiavone,769,Spain,Male,39,9.0,0,1,1,1,47722,0
1739,15596414,Chandler,796,Spain,Male,41,8.0,107525,1,1,0,18510,0
1740,15730639,Fiorentino,715,France,Male,23,1.0,139224,2,1,0,65057,0
1741,15672132,Butusov,695,France,Female,42,7.0,121453,1,0,0,46374,0
1742,15742638,Wang,747,France,Female,25,4.0,0,2,0,1,42039,0
1743,15578603,Alexeieva,584,Germany,Female,54,1.0,77354,1,0,0,138192,1
1744,15726088,Vinogradova,476,France,Male,40,6.0,0,1,1,1,22735,0
1745,15682533,Hughes,850,France,Female,39,7.0,79259,1,0,1,186910,0
1746,15772995,Ts'ao,529,France,Male,30,2.0,116295,1,1,0,75285,0
1747,15765694,Bage,584,Spain,Female,59,1.0,0,1,0,1,130260,1
1748,15659486,Yudina,586,Germany,Male,34,9.0,74309,1,1,0,15034,0
1749,15568963,Naquin,674,Germany,Male,34,2.0,152797,1,1,0,175709,1
1750,15703820,Endrizzi,552,France,Male,42,9.0,133701,2,1,0,101069,1
1751,15569410,Tang,601,Germany,Female,33,7.0,114430,2,1,1,153012,0
1752,15632256,Schroeder,541,France,Male,29,7.0,127504,1,0,0,86173,0
1753,15724466,Swearingen,744,Germany,Female,41,2.0,84113,1,1,0,197548,0
1754,15777639,McGregor,595,Spain,Female,23,1.0,101126,2,0,0,37042,0
1755,15802501,Onyeorulu,724,Germany,Male,33,5.0,103564,2,1,0,121085,0
1756,15778410,Clarke,533,Spain,Female,52,7.0,0,1,0,1,194113,1
1757,15670702,Smith,618,France,Male,37,2.0,168178,2,0,1,101273,0
1758,15704763,Kozlova,523,Germany,Female,39,1.0,143903,1,1,1,118711,1
1759,15645544,Nekrasov,642,Germany,Female,30,5.0,129753,1,1,0,582,0
1760,15757646,Olague,584,France,Male,35,9.0,0,2,1,0,192381,0
1761,15701121,Holt,521,France,Male,38,5.0,110641,1,0,1,136507,1
1762,15796313,Olsen,662,France,Female,36,4.0,166909,2,1,0,138871,1
1763,15815660,Mazzi,758,France,Female,34,1.0,154139,1,1,1,60728,0
1764,15602844,Niu,717,France,Male,38,7.0,97459,1,0,0,189175,0
1765,15636238,Graham,611,France,Male,40,1.0,0,2,1,1,102547,0
1766,15770101,Millar,766,Germany,Male,43,6.0,112088,2,1,1,36706,0
1767,15645543,Bell,636,France,Female,34,3.0,0,2,1,1,44756,0
1768,15596397,Kelly,814,France,Female,48,7.0,0,2,1,1,132870,0
1769,15770525,T'an,760,Spain,Male,28,1.0,141038,2,0,0,16287,0
1770,15684267,Davila,607,Germany,Male,39,2.0,84468,2,1,1,121945,0
1771,15689980,Willis,725,Spain,Female,36,1.0,118520,1,0,0,131173,1
1772,15633260,Dumetochukwu,600,France,Male,37,1.0,142663,1,0,1,88669,0
1773,15756471,Giles,656,Germany,Male,27,4.0,118627,2,1,1,160835,0
1774,15721303,O'Meara,640,Spain,Male,34,1.0,137523,1,0,0,24761,0
1775,15802256,Yao,439,France,Male,28,7.0,110976,2,1,0,138526,0
1776,15725664,Wallace,549,France,Female,38,1.0,107283,1,0,0,157442,0
1777,15674851,T'ien,622,France,Male,38,5.0,0,2,0,0,105295,0
1778,15701946,Ndubueze,715,France,Male,34,4.0,124314,1,0,0,97782,0
1779,15748947,Chukwuraenye,657,France,Female,41,5.0,95858,1,1,1,68255,0
1780,15673342,K'ung,703,France,Male,36,2.0,0,2,1,0,108790,0
1781,15601008,Stevenson,802,France,Male,33,8.0,0,2,1,0,143706,0
1782,15771636,Marshall,793,Spain,Female,36,0.0,0,1,0,0,148993,0
1783,15642002,Hayward,554,France,Female,35,6.0,117707,2,0,0,95277,1
1784,15693381,Tipton,533,Spain,Male,38,1.0,135289,2,0,1,152956,0
1785,15607691,Gibson,658,France,Male,36,8.0,174060,1,1,1,94925,0
1786,15589380,Fraser,713,Germany,Male,40,3.0,114446,2,1,1,87308,0
1787,15603846,Fang,711,Spain,Male,37,1.0,0,2,1,0,83978,1
1788,15753549,Dubinina,669,France,Male,25,1.0,157848,1,0,0,37543,1
1789,15725355,Morey,439,France,Female,43,8.0,0,1,0,1,104889,0
1790,15773017,Todd,763,Spain,Female,37,6.0,0,2,1,1,149705,0
1791,15625641,Forbes,697,Germany,Female,74,3.0,108071,2,1,1,16445,0
1792,15776467,De Salis,702,Spain,Female,35,8.0,14262,2,1,0,54689,0
1793,15746451,Barry,686,Spain,Male,41,7.0,102749,1,0,1,194913,0
1794,15777922,Afamefuna,629,Spain,Male,36,1.0,161757,2,1,1,146371,0
1795,15606841,Ibbott,823,France,Male,38,1.0,0,2,1,0,156603,0
1796,15757648,Marshall,683,Germany,Female,35,5.0,95698,1,0,1,182566,0
1797,15677173,Law,555,France,Male,37,9.0,124969,1,1,0,60194,0
1798,15764170,Pinto,647,Germany,Male,44,4.0,93960,1,1,0,36579,1
1799,15610446,Chinedum,714,France,Female,51,4.0,88308,3,0,0,5862,1
1800,15612776,McKay,850,Spain,Female,39,10.0,0,2,1,1,143030,0
1801,15794122,Otutodilinna,713,France,Female,59,3.0,0,2,1,1,62700,0
1802,15774931,She,452,France,Male,30,7.0,112935,1,1,1,99017,0
1803,15779247,Pai,683,Spain,Female,24,8.0,98567,1,1,0,187987,0
1804,15707078,Kruglov,577,France,Female,26,1.0,180530,1,0,0,123454,0
1805,15605263,Chin,552,France,Male,33,5.0,140931,1,0,1,10921,0
1806,15607381,King,769,Germany,Female,31,7.0,148913,2,1,0,53817,0
1807,15683471,Hansen,691,France,Male,38,7.0,0,2,0,0,81617,0
1808,15605037,Ting,818,France,Female,49,2.0,0,1,0,1,192298,1
1809,15576085,Stone,739,France,Male,41,5.0,0,2,0,0,143882,0
1810,15770435,McLean,639,France,Female,50,6.0,115335,2,1,1,53130,0
1811,15592994,Zikoranachidimma,651,France,Female,65,1.0,0,2,1,1,190454,0
1812,15624068,Fu,779,France,Female,26,0.0,0,2,0,1,111906,0
1813,15595221,Trevisano,850,Germany,Female,33,7.0,134678,1,1,0,113177,0
1814,15637131,Fallaci,829,France,Male,38,1.0,0,2,1,0,30529,0
1815,15613471,Wiley,579,Germany,Male,31,2.0,90547,2,1,1,18800,0
1816,15583499,Chiagoziem,510,France,Male,32,9.0,103324,1,1,1,46127,0
1817,15752816,Murray,531,France,Male,29,3.0,114590,1,0,0,75585,0
1818,15804075,Chuang,628,Germany,Female,36,1.0,91286,1,1,0,63085,0
1819,15800517,Huang,633,Spain,Male,32,5.0,163340,2,1,1,74415,0
1820,15712319,Chukwukere,714,Spain,Male,45,8.0,150900,2,0,1,139889,0
1821,15797389,Hsia,604,Spain,Male,23,1.0,124577,1,1,1,7267,0
1822,15621432,Lee,630,Spain,Male,35,1.0,0,2,0,0,186826,0
1823,15779390,Theus,850,Spain,Female,31,4.0,91292,1,1,1,162149,0
1824,15711219,Jennings,788,Germany,Female,57,8.0,93716,1,1,1,180150,1
1825,15770498,Parker,798,France,Female,37,4.0,111723,1,1,1,83478,0
1826,15678727,Tan,770,Germany,Male,45,4.0,110765,1,1,0,26163,1
1827,15573893,Barry,569,Germany,Male,25,1.0,173459,2,1,1,44381,0
1828,15740104,Tuan,425,Spain,Female,22,7.0,169649,2,0,1,136365,1
1829,15792649,Patterson,547,Spain,Female,31,9.0,0,2,0,0,99294,0
1830,15605275,Ofodile,725,Germany,Male,45,8.0,116917,1,0,0,173464,1
1831,15572467,Chandler,506,France,Male,37,5.0,0,2,1,1,127543,0
1832,15738219,Nash,632,France,Female,36,1.0,0,2,1,1,52526,0
1833,15600710,Atkinson,620,France,Male,22,0.0,0,1,1,0,32589,0
1834,15804394,Brenan,663,Germany,Male,32,8.0,130627,1,1,0,47161,1
